task,run,status,solved,cputime,walltime,memory_mb,policy_size,solve_time,translation_time,benchmark,set,domain,sub_domain,full_domain,instance
SOCS_Blocks-DEADENDS-MOVABILITY_EIGHT50_2.yml,prp,false,False,1799.38847,1799.4860386729997,395.108352,-1.0,1799.0016747549962,0.2849256780027644,"('SOCS', 'Blocks', 'EIGHT50', '2')",SOCS,Blocks,EIGHT50,Blocks-EIGHT50,2
SOCS_Blocks-DEADENDS-MOVABILITY_EIGHT50_3-b.yml,prp,false,False,1799.399835,1799.4828047280023,767.524864,-1.0,1799.0048408220027,0.2809535669948673,"('SOCS', 'Blocks', 'EIGHT50', '3-b')",SOCS,Blocks,EIGHT50,Blocks-EIGHT50,3-b
SOCS_Blocks-DEADENDS-MOVABILITY_EIGHT50_3.yml,prp,false,False,1799.486367,1799.5761428650003,723.570688,-1.0,1799.1016644030024,0.2808372500003315,"('SOCS', 'Blocks', 'EIGHT50', '3')",SOCS,Blocks,EIGHT50,Blocks-EIGHT50,3
SOCS_Blocks-DEADENDS-MOVABILITY_EIGHT50_4-b.yml,prp,false,False,1799.440139,1799.4679351270024,1047.273472,-1.0,1799.0020242960018,0.2749377180007286,"('SOCS', 'Blocks', 'EIGHT50', '4-b')",SOCS,Blocks,EIGHT50,Blocks-EIGHT50,4-b
SOCS_Blocks-DEADENDS-MOVABILITY_EIGHT50_4.yml,prp,false,False,1799.431859,1799.4889284230012,600.645632,-1.0,1799.0022083810036,0.2885212709952611,"('SOCS', 'Blocks', 'EIGHT50', '4')",SOCS,Blocks,EIGHT50,Blocks-EIGHT50,4
SOCS_Blocks-DEADENDS-MOVABILITY_EIGHT50_5-b.yml,prp,false,False,1799.458254,1799.563431011993,457.351168,-1.0,1799.0992444529984,0.2729544460016768,"('SOCS', 'Blocks', 'EIGHT50', '5-b')",SOCS,Blocks,EIGHT50,Blocks-EIGHT50,5-b
SOCS_Blocks-DEADENDS-MOVABILITY_EIGHT50_5.yml,prp,false,False,1799.508573,1799.5291398539994,1060.995072,-1.0,1799.0435455569968,0.2908928419928998,"('SOCS', 'Blocks', 'EIGHT50', '5')",SOCS,Blocks,EIGHT50,Blocks-EIGHT50,5
SOCS_Blocks-DEADENDS-MOVABILITY_EIGHT50_6-b.yml,prp,false,False,1799.341212,1799.5761469410063,691.646464,-1.0,1799.1004089210037,0.2796396039921092,"('SOCS', 'Blocks', 'EIGHT50', '6-b')",SOCS,Blocks,EIGHT50,Blocks-EIGHT50,6-b
SOCS_Blocks-DEADENDS-MOVABILITY_EIGHT50_6.yml,prp,false,False,1799.492732,1799.5934540899907,365.473792,-1.0,1799.0997122940023,0.2958500079985242,"('SOCS', 'Blocks', 'EIGHT50', '6')",SOCS,Blocks,EIGHT50,Blocks-EIGHT50,6
SOCS_Blocks-DEADENDS-MOVABILITY_EIGHT50_7-b.yml,prp,false,False,1799.470127,1799.579336869996,340.414464,-1.0,1799.0999195510085,0.2845897999941371,"('SOCS', 'Blocks', 'EIGHT50', '7-b')",SOCS,Blocks,EIGHT50,Blocks-EIGHT50,7-b
SOCS_Blocks-DEADENDS-MOVABILITY_EIGHT50_7.yml,prp,false,False,1799.523284,1799.583549736999,417.865728,-1.0,1799.097721978993,0.289141456989455,"('SOCS', 'Blocks', 'EIGHT50', '7')",SOCS,Blocks,EIGHT50,Blocks-EIGHT50,7
SOCS_Blocks-DEADENDS-MOVABILITY_EIGHT50_8-b.yml,prp,false,False,1799.563108,1799.5672394529977,1271.353344,-1.0,1799.0998510490026,0.2765648130007321,"('SOCS', 'Blocks', 'EIGHT50', '8-b')",SOCS,Blocks,EIGHT50,Blocks-EIGHT50,8-b
SOCS_Blocks-DEADENDS-MOVABILITY_EIGHT50_8.yml,prp,false,False,1799.482699,1799.590306269005,395.984896,-1.0,1799.098517008999,0.297371763997944,"('SOCS', 'Blocks', 'EIGHT50', '8')",SOCS,Blocks,EIGHT50,Blocks-EIGHT50,8
SOCS_Blocks-DEADENDS-MOVABILITY_EIGHT50_9-b.yml,prp,false,False,1799.477195,1799.5738948299986,347.127808,-1.0,1799.0995515370014,0.2838083730021026,"('SOCS', 'Blocks', 'EIGHT50', '9-b')",SOCS,Blocks,EIGHT50,Blocks-EIGHT50,9-b
SOCS_Blocks-DEADENDS-MOVABILITY_EIGHT50_9.yml,prp,OUT OF MEMORY (false),False,1040.161449,1040.0539165790103,2048.0,,-1.0,0.2927100190136116,"('SOCS', 'Blocks', 'EIGHT50', '9')",SOCS,Blocks,EIGHT50,Blocks-EIGHT50,9
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_10.yml,prp,false,False,1799.295732,1799.450720127992,1588.748288,-1.0,1799.001503432999,0.2527723969978979,"('SOCS', 'Blocks', 'RING5-100', '10')",SOCS,Blocks,RING5-100,Blocks-RING5-100,10
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_100.yml,prp,false,False,1799.498007,1799.505540541999,1309.241344,-1.0,1799.0028785930044,0.3071846390084829,"('SOCS', 'Blocks', 'RING5-100', '100')",SOCS,Blocks,RING5-100,Blocks-RING5-100,100
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_15.yml,prp,false,False,1799.400947,1799.4613845040003,578.588672,-1.0,1799.0045650660031,0.2573212069983128,"('SOCS', 'Blocks', 'RING5-100', '15')",SOCS,Blocks,RING5-100,Blocks-RING5-100,15
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_20.yml,prp,false,False,1799.420498,1799.457193934999,1404.39552,-1.0,1799.0021947269995,0.2587456820037914,"('SOCS', 'Blocks', 'RING5-100', '20')",SOCS,Blocks,RING5-100,Blocks-RING5-100,20
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_25.yml,prp,false,False,1799.450354,1799.4723354089947,1185.517568,-1.0,1799.002589789001,0.2619947659986792,"('SOCS', 'Blocks', 'RING5-100', '25')",SOCS,Blocks,RING5-100,Blocks-RING5-100,25
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_30.yml,prp,false,False,1799.476434,1799.482031844993,1327.624192,-1.0,1799.0189136690024,0.2705685980035923,"('SOCS', 'Blocks', 'RING5-100', '30')",SOCS,Blocks,RING5-100,Blocks-RING5-100,30
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_35.yml,prp,false,False,1799.397105,1799.460906042994,917.68832,-1.0,1799.0020811830036,0.2677725429966813,"('SOCS', 'Blocks', 'RING5-100', '35')",SOCS,Blocks,RING5-100,Blocks-RING5-100,35
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_40.yml,prp,false,False,1799.394065,1799.471913595,836.227072,-1.0,1799.002186166006,0.2737179860123433,"('SOCS', 'Blocks', 'RING5-100', '40')",SOCS,Blocks,RING5-100,Blocks-RING5-100,40
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_45.yml,prp,false,False,1799.336058,1799.4776343060075,1252.642816,-1.0,1799.0024205819936,0.2795332069945289,"('SOCS', 'Blocks', 'RING5-100', '45')",SOCS,Blocks,RING5-100,Blocks-RING5-100,45
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_5.yml,prp,false,False,1799.399369,1799.4590913079885,813.654016,-1.0,1799.0024165200011,0.2593759970040992,"('SOCS', 'Blocks', 'RING5-100', '5')",SOCS,Blocks,RING5-100,Blocks-RING5-100,5
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_50.yml,prp,false,False,1799.415264,1799.482239281002,932.503552,-1.0,1799.001888985993,0.2823932580067776,"('SOCS', 'Blocks', 'RING5-100', '50')",SOCS,Blocks,RING5-100,Blocks-RING5-100,50
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_55.yml,prp,false,False,1799.445542,1799.471770959004,1152.28672,-1.0,1799.003714003993,0.2747489320026943,"('SOCS', 'Blocks', 'RING5-100', '55')",SOCS,Blocks,RING5-100,Blocks-RING5-100,55
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_60.yml,prp,false,False,1799.409084,1799.4768067979894,673.890304,-1.0,1799.0027956859994,0.2812862849968951,"('SOCS', 'Blocks', 'RING5-100', '60')",SOCS,Blocks,RING5-100,Blocks-RING5-100,60
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_65.yml,prp,false,False,1799.427231,1799.4842629939958,749.129728,-1.0,1799.001884747995,0.2886291129980236,"('SOCS', 'Blocks', 'RING5-100', '65')",SOCS,Blocks,RING5-100,Blocks-RING5-100,65
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_70.yml,prp,false,False,1799.529784,1799.576549600999,815.181824,-1.0,1799.0990944509977,0.2856061119964579,"('SOCS', 'Blocks', 'RING5-100', '70')",SOCS,Blocks,RING5-100,Blocks-RING5-100,70
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_75.yml,prp,false,False,1799.455368,1799.491367131006,1139.412992,-1.0,1799.0038429639972,0.2918804929940961,"('SOCS', 'Blocks', 'RING5-100', '75')",SOCS,Blocks,RING5-100,Blocks-RING5-100,75
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_80.yml,prp,false,False,1799.339075,1799.4835291719935,1096.343552,-1.0,1799.0043426379998,0.2866920639935415,"('SOCS', 'Blocks', 'RING5-100', '80')",SOCS,Blocks,RING5-100,Blocks-RING5-100,80
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_85.yml,prp,false,False,1799.448892,1799.4949591070035,845.836288,-1.0,1799.0023903260008,0.2983640509919496,"('SOCS', 'Blocks', 'RING5-100', '85')",SOCS,Blocks,RING5-100,Blocks-RING5-100,85
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_90.yml,prp,false,False,1799.498892,1799.4941892450006,1314.742272,-1.0,1799.0018384819996,0.298118083999725,"('SOCS', 'Blocks', 'RING5-100', '90')",SOCS,Blocks,RING5-100,Blocks-RING5-100,90
SOCS_Blocks-DEADENDS-MOVABILITY_RING5-100_95.yml,prp,false,False,1799.441092,1799.4884550069985,855.621632,-1.0,1799.004727714986,0.2936293110105907,"('SOCS', 'Blocks', 'RING5-100', '95')",SOCS,Blocks,RING5-100,Blocks-RING5-100,95
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_1-b.yml,prp,true,True,566.595874,566.6482015079964,512.503808,517.0,566.1896368540038,0.2817364660004386,"('SOCS', 'Blocks', 'RING50', '1-b')",SOCS,Blocks,RING50,Blocks-RING50,1-b
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_1.yml,prp,false,False,1799.444885,1799.468075534009,1027.7888,-1.0,1799.0021358389931,0.2753317349997815,"('SOCS', 'Blocks', 'RING50', '1')",SOCS,Blocks,RING50,Blocks-RING50,1
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_10-b.yml,prp,false,False,1799.486862,1799.573726371993,374.550528,-1.0,1799.1003731469973,0.2835588549933163,"('SOCS', 'Blocks', 'RING50', '10-b')",SOCS,Blocks,RING50,Blocks-RING50,10-b
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_10.yml,prp,OUT OF MEMORY (false),False,1790.872018,1790.805762857999,2048.0,,-1.0,0.2907773259939858,"('SOCS', 'Blocks', 'RING50', '10')",SOCS,Blocks,RING50,Blocks-RING50,10
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_2-b.yml,prp,false,False,1799.418398,1799.467883231002,1213.063168,-1.0,1799.0032999719988,0.2747578309936216,"('SOCS', 'Blocks', 'RING50', '2-b')",SOCS,Blocks,RING50,Blocks-RING50,2-b
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_2.yml,prp,false,False,1799.298682,1799.4727494099934,733.462528,-1.0,1799.002715324008,0.2784810649900464,"('SOCS', 'Blocks', 'RING50', '2')",SOCS,Blocks,RING50,Blocks-RING50,2
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_3-b.yml,prp,false,False,1799.42524,1799.4691801820009,922.288128,-1.0,1799.00457477101,0.2733618509955704,"('SOCS', 'Blocks', 'RING50', '3-b')",SOCS,Blocks,RING50,Blocks-RING50,3-b
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_3.yml,prp,false,False,1799.424546,1799.4704052000016,865.701888,-1.0,1799.0013919299963,0.2770797780103748,"('SOCS', 'Blocks', 'RING50', '3')",SOCS,Blocks,RING50,Blocks-RING50,3
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_4-b.yml,prp,false,False,1799.482562,1799.4722347320055,1490.10432,-1.0,1799.002419789991,0.2792940249928506,"('SOCS', 'Blocks', 'RING50', '4-b')",SOCS,Blocks,RING50,Blocks-RING50,4-b
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_4.yml,prp,false,False,1799.392932,1799.4695158659888,589.443072,-1.0,1799.0035069590083,0.2764269280014559,"('SOCS', 'Blocks', 'RING50', '4')",SOCS,Blocks,RING50,Blocks-RING50,4
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_5-b.yml,prp,false,False,1799.442764,1799.5784617389872,242.147328,-1.0,1799.0996682380064,0.2807316889957292,"('SOCS', 'Blocks', 'RING50', '5-b')",SOCS,Blocks,RING50,Blocks-RING50,5-b
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_5.yml,prp,false,False,1799.49828,1799.5791768719937,583.82336,-1.0,1799.1010364609974,0.284388537009363,"('SOCS', 'Blocks', 'RING50', '5')",SOCS,Blocks,RING50,Blocks-RING50,5
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_6-b.yml,prp,false,False,1799.572677,1799.5766198780038,1206.071296,-1.0,1799.1001611300017,0.2827663870120886,"('SOCS', 'Blocks', 'RING50', '6-b')",SOCS,Blocks,RING50,Blocks-RING50,6-b
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_6.yml,prp,false,False,1799.359505,1799.5772453890097,402.88256,-1.0,1799.0991289049998,0.2854448560101446,"('SOCS', 'Blocks', 'RING50', '6')",SOCS,Blocks,RING50,Blocks-RING50,6
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_7-b.yml,prp,false,False,1799.46015,1799.575841212005,283.56608,-1.0,1799.1012324790065,0.282716215995606,"('SOCS', 'Blocks', 'RING50', '7-b')",SOCS,Blocks,RING50,Blocks-RING50,7-b
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_7.yml,prp,false,False,1799.642137,1799.59878625501,1991.303168,-1.0,1799.099921748013,0.2939172389887972,"('SOCS', 'Blocks', 'RING50', '7')",SOCS,Blocks,RING50,Blocks-RING50,7
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_8-b.yml,prp,false,False,1799.490932,1799.4789563989907,1531.305984,-1.0,1799.0035808630057,0.2833016179938568,"('SOCS', 'Blocks', 'RING50', '8-b')",SOCS,Blocks,RING50,Blocks-RING50,8-b
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_8.yml,prp,false,False,1799.468314,1799.5785231409973,314.81856,-1.0,1799.098181436013,0.2895036440022522,"('SOCS', 'Blocks', 'RING50', '8')",SOCS,Blocks,RING50,Blocks-RING50,8
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_9-b.yml,prp,false,False,1799.615923,1799.5800445040077,1799.74144,-1.0,1799.1011955769936,0.2855199149926193,"('SOCS', 'Blocks', 'RING50', '9-b')",SOCS,Blocks,RING50,Blocks-RING50,9-b
SOCS_Blocks-DEADENDS-MOVABILITY_RING50_9.yml,prp,false,False,1799.470838,1799.6026652979926,243.593216,-1.0,1799.0990105880046,0.3001640739967115,"('SOCS', 'Blocks', 'RING50', '9')",SOCS,Blocks,RING50,Blocks-RING50,9
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_10.yml,prp,OUT OF MEMORY (false),False,1137.376124,1137.2745045539923,2048.0,,-1.0,0.267577363003511,"('SOCS', 'Blocks', 'RND3-23', '10')",SOCS,Blocks,RND3-23,Blocks-RND3-23,10
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_11.yml,prp,OUT OF MEMORY (false),False,1415.157018,1415.175351636004,2048.0,,-1.0,0.2735504970041802,"('SOCS', 'Blocks', 'RND3-23', '11')",SOCS,Blocks,RND3-23,Blocks-RND3-23,11
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_12.yml,prp,OUT OF MEMORY (false),False,1741.264122,1741.194132382996,2048.0,,-1.0,0.2765363249927759,"('SOCS', 'Blocks', 'RND3-23', '12')",SOCS,Blocks,RND3-23,Blocks-RND3-23,12
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_13.yml,prp,OUT OF MEMORY (false),False,1139.788087,1139.6910568629974,2048.0,,-1.0,0.2850313209928572,"('SOCS', 'Blocks', 'RND3-23', '13')",SOCS,Blocks,RND3-23,Blocks-RND3-23,13
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_14.yml,prp,OUT OF MEMORY (false),False,1464.52069,1464.4542546669982,2048.0,,-1.0,0.3024325459991814,"('SOCS', 'Blocks', 'RND3-23', '14')",SOCS,Blocks,RND3-23,Blocks-RND3-23,14
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_15.yml,prp,OUT OF MEMORY (false),False,1121.37397,1121.2742279179947,2048.0,,-1.0,0.2833053959911922,"('SOCS', 'Blocks', 'RND3-23', '15')",SOCS,Blocks,RND3-23,Blocks-RND3-23,15
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_16.yml,prp,OUT OF MEMORY (false),False,1156.662357,1156.5727671019995,2048.0,,-1.0,0.282499385997653,"('SOCS', 'Blocks', 'RND3-23', '16')",SOCS,Blocks,RND3-23,Blocks-RND3-23,16
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_17.yml,prp,OUT OF MEMORY (false),False,1748.595841,1748.6697223060037,2048.0,,-1.0,0.2940229530067881,"('SOCS', 'Blocks', 'RND3-23', '17')",SOCS,Blocks,RND3-23,Blocks-RND3-23,17
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_18.yml,prp,false,False,1799.531535,1799.5963403479982,770.863104,-1.0,1799.1006251139916,0.2954261790000601,"('SOCS', 'Blocks', 'RND3-23', '18')",SOCS,Blocks,RND3-23,Blocks-RND3-23,18
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_19.yml,prp,OUT OF MEMORY (false),False,1201.360713,1201.2641416349943,2048.0,,-1.0,0.2899322980083525,"('SOCS', 'Blocks', 'RND3-23', '19')",SOCS,Blocks,RND3-23,Blocks-RND3-23,19
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_20.yml,prp,OUT OF MEMORY (false),False,1766.892347,1766.830606845993,2048.0,,-1.0,0.2925174080010038,"('SOCS', 'Blocks', 'RND3-23', '20')",SOCS,Blocks,RND3-23,Blocks-RND3-23,20
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_21.yml,prp,OUT OF MEMORY (false),False,1458.419162,1458.3585105800012,2048.0,,-1.0,0.3065057769999839,"('SOCS', 'Blocks', 'RND3-23', '21')",SOCS,Blocks,RND3-23,Blocks-RND3-23,21
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_22.yml,prp,OUT OF MEMORY (false),False,1138.896322,1138.8001958849927,2048.0,,-1.0,0.3013378909963649,"('SOCS', 'Blocks', 'RND3-23', '22')",SOCS,Blocks,RND3-23,Blocks-RND3-23,22
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_3.yml,prp,false,False,1799.476539,1799.471267973,1791.05792,-1.0,1799.0025480309996,0.249169978997088,"('SOCS', 'Blocks', 'RND3-23', '3')",SOCS,Blocks,RND3-23,Blocks-RND3-23,3
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_4.yml,prp,false,False,1799.428158,1799.465204098,751.423488,-1.0,1799.0077092150025,0.2576645890076179,"('SOCS', 'Blocks', 'RND3-23', '4')",SOCS,Blocks,RND3-23,Blocks-RND3-23,4
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_5.yml,prp,false,False,1799.395591,1799.4467897980066,944.96768,-1.0,1799.0022066200036,0.2531298779940698,"('SOCS', 'Blocks', 'RND3-23', '5')",SOCS,Blocks,RND3-23,Blocks-RND3-23,5
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_6.yml,prp,false,False,1799.293691,1799.472250795996,1319.313408,-1.0,1799.0052585520025,0.2531307919998653,"('SOCS', 'Blocks', 'RND3-23', '6')",SOCS,Blocks,RND3-23,Blocks-RND3-23,6
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_7.yml,prp,OUT OF MEMORY (false),False,1200.724348,1200.633752957001,2048.0,,-1.0,0.2507642979908269,"('SOCS', 'Blocks', 'RND3-23', '7')",SOCS,Blocks,RND3-23,Blocks-RND3-23,7
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_8.yml,prp,OUT OF MEMORY (false),False,1494.601539,1494.5059489749983,2048.0,,-1.0,0.2567250589927425,"('SOCS', 'Blocks', 'RND3-23', '8')",SOCS,Blocks,RND3-23,Blocks-RND3-23,8
SOCS_Blocks-DEADENDS-MOVABILITY_RND3-23_9.yml,prp,OUT OF MEMORY (false),False,1292.277604,1292.1813831219915,2048.0,,-1.0,0.2848563510051463,"('SOCS', 'Blocks', 'RND3-23', '9')",SOCS,Blocks,RND3-23,Blocks-RND3-23,9
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_1.yml,prp,true,True,14.855743,14.880644006989314,54.775808,938.0,14.410525478000636,0.2786191150080412,"('SOCS', 'Blocks', 'RND54', '1')",SOCS,Blocks,RND54,Blocks-RND54,1
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_10.yml,prp,false,False,1799.507344,1799.4795072120032,1559.748608,-1.0,1799.0030899599951,0.2811408970010234,"('SOCS', 'Blocks', 'RND54', '10')",SOCS,Blocks,RND54,Blocks-RND54,10
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_11.yml,prp,false,False,1799.579283,1799.5662732780038,1514.389504,-1.0,1799.0784571229888,0.2850910499983001,"('SOCS', 'Blocks', 'RND54', '11')",SOCS,Blocks,RND54,Blocks-RND54,11
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_12.yml,prp,false,False,1799.632561,1799.5780620320002,1968.316416,-1.0,1799.0998240190092,0.284412685999996,"('SOCS', 'Blocks', 'RND54', '12')",SOCS,Blocks,RND54,Blocks-RND54,12
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_13.yml,prp,false,False,1799.529352,1799.595984130996,780.935168,-1.0,1799.0982329449907,0.2856878570019034,"('SOCS', 'Blocks', 'RND54', '13')",SOCS,Blocks,RND54,Blocks-RND54,13
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_14.yml,prp,false,False,1799.531722,1799.5809368780028,684.62592,-1.0,1799.0983681840007,0.2882480010011932,"('SOCS', 'Blocks', 'RND54', '14')",SOCS,Blocks,RND54,Blocks-RND54,14
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_15.yml,prp,false,False,1799.400253,1799.633223559009,339.456,-1.0,1799.099725838998,0.3253946840122808,"('SOCS', 'Blocks', 'RND54', '15')",SOCS,Blocks,RND54,Blocks-RND54,15
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_16.yml,prp,false,False,1799.467698,1799.6119520619975,350.580736,-1.0,1799.1019701740006,0.2909437409980455,"('SOCS', 'Blocks', 'RND54', '16')",SOCS,Blocks,RND54,Blocks-RND54,16
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_17.yml,prp,false,False,1799.473945,1799.5941053380084,310.51776,-1.0,1799.101823998004,0.2972573659935733,"('SOCS', 'Blocks', 'RND54', '17')",SOCS,Blocks,RND54,Blocks-RND54,17
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_18.yml,prp,false,False,1799.55626,1799.5792548309985,1245.569024,-1.0,1799.0982132509962,0.2885615969862556,"('SOCS', 'Blocks', 'RND54', '18')",SOCS,Blocks,RND54,Blocks-RND54,18
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_19.yml,prp,false,False,1799.698586,1799.6450515600009,1704.902656,-1.0,1799.1010019310052,0.3148056989884935,"('SOCS', 'Blocks', 'RND54', '19')",SOCS,Blocks,RND54,Blocks-RND54,19
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_2.yml,prp,true,True,13.925261,13.948567691011704,57.823232,941.0,13.505833340008394,0.270820719000767,"('SOCS', 'Blocks', 'RND54', '2')",SOCS,Blocks,RND54,Blocks-RND54,2
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_20.yml,prp,false,False,1799.523191,1799.5853666119947,752.611328,-1.0,1799.0976439969963,0.2975540670013288,"('SOCS', 'Blocks', 'RND54', '20')",SOCS,Blocks,RND54,Blocks-RND54,20
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_3.yml,prp,true,True,249.999614,250.0381154039933,184.410112,2154.0,249.5433584890125,0.2947345180000411,"('SOCS', 'Blocks', 'RND54', '3')",SOCS,Blocks,RND54,Blocks-RND54,3
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_4.yml,prp,true,True,220.5489,220.58635614899688,211.136512,2266.0,220.1378770699957,0.2739567810058361,"('SOCS', 'Blocks', 'RND54', '4')",SOCS,Blocks,RND54,Blocks-RND54,4
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_5.yml,prp,false,False,1799.352752,1799.4749554659938,499.478528,-1.0,1799.0015006510075,0.2788419330026954,"('SOCS', 'Blocks', 'RND54', '5')",SOCS,Blocks,RND54,Blocks-RND54,5
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_6.yml,prp,false,False,1799.364272,1799.4645855739946,476.196864,-1.0,1799.001672192011,0.272251761998632,"('SOCS', 'Blocks', 'RND54', '6')",SOCS,Blocks,RND54,Blocks-RND54,6
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_7.yml,prp,false,False,1799.279732,1799.4739771669992,616.747008,-1.0,1799.002082378007,0.277687166002579,"('SOCS', 'Blocks', 'RND54', '7')",SOCS,Blocks,RND54,Blocks-RND54,7
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_8.yml,prp,false,False,1799.442056,1799.5195317929902,711.450624,-1.0,1799.0019828810036,0.3057135240087518,"('SOCS', 'Blocks', 'RND54', '8')",SOCS,Blocks,RND54,Blocks-RND54,8
SOCS_Blocks-DEADENDS-MOVABILITY_RND54_9.yml,prp,false,False,1799.478164,1799.490492418001,1549.365248,-1.0,1799.0027504000027,0.2887004340009298,"('SOCS', 'Blocks', 'RND54', '9')",SOCS,Blocks,RND54,Blocks-RND54,9
SOCS_Blocks-DEADENDS-MOVABILITY_SCC3-11_10.yml,prp,OUT OF MEMORY (false),False,1662.975349,1662.902056416002,2048.0,,-1.0,0.2983768670092104,"('SOCS', 'Blocks', 'SCC3-11', '10')",SOCS,Blocks,SCC3-11,Blocks-SCC3-11,10
SOCS_Blocks-DEADENDS-MOVABILITY_SCC3-11_11.yml,prp,OUT OF MEMORY (false),False,1472.977473,1472.8921298799978,2048.0,,-1.0,0.3127244649949716,"('SOCS', 'Blocks', 'SCC3-11', '11')",SOCS,Blocks,SCC3-11,Blocks-SCC3-11,11
SOCS_Blocks-DEADENDS-MOVABILITY_SCC3-11_3.yml,prp,OUT OF MEMORY (false),False,1279.117979,1278.9829562800005,2048.0,,-1.0,0.2472805659926962,"('SOCS', 'Blocks', 'SCC3-11', '3')",SOCS,Blocks,SCC3-11,Blocks-SCC3-11,3
SOCS_Blocks-DEADENDS-MOVABILITY_SCC3-11_4.yml,prp,false,False,1799.511959,1799.5038577280066,1356.365824,-1.0,1799.0324629410024,0.2500443299941253,"('SOCS', 'Blocks', 'SCC3-11', '4')",SOCS,Blocks,SCC3-11,Blocks-SCC3-11,4
